       # iter     analytical       residual
            151       0.380808      0.0039626
            152       0.378341     0.00393841
            153       0.375889     0.00391436
            154       0.373453     0.00389046
            155       0.371031     0.00386669
            156       0.368624     0.00384306
            157       0.366231     0.00381958
            158       0.363854     0.00379623
            159        0.36149     0.00377301
            160       0.359142     0.00374993
            161       0.356807     0.00372699
            162       0.354487     0.00370418
            163       0.352181     0.00368151
            164       0.349889     0.00365896
            165       0.347611     0.00363655
            166       0.345348     0.00361427
            167       0.343098     0.00359212
            168       0.340861      0.0035701
            169       0.338639     0.00354821
            170        0.33643     0.00352645
            171       0.334235     0.00350481
            172       0.332053      0.0034833
            173       0.329885     0.00346191
            174       0.327729     0.00344065
            175       0.325588     0.00341952
            176       0.323459      0.0033985
            177       0.321343     0.00337761
            178       0.319241     0.00335684
            179       0.317151     0.00333619
            180       0.315074     0.00331566
            181        0.31301     0.00329525
            182       0.310958     0.00327495
            183        0.30892     0.00325478
            184       0.306894     0.00323472
            185        0.30488     0.00321478
            186       0.302879     0.00319496
            187        0.30089     0.00317525
            188       0.298913     0.00315565
            189       0.296949     0.00313617
            190       0.294996      0.0031168
            191       0.293056     0.00309755
            192       0.291128      0.0030784
            193       0.289211     0.00305937
            194       0.287307     0.00304044
            195       0.285414     0.00302163
            196       0.283533     0.00300292
            197       0.281664     0.00298433
            198       0.279806     0.00296584
            199       0.277959     0.00294746
            200       0.276125     0.00292918
            201       0.274301     0.00291101
            202       0.272489     0.00289295
            203       0.270688     0.00287499
            204       0.268898     0.00285714
            205        0.26712     0.00283938
            206       0.265352     0.00282174
            207       0.263595     0.00280419
            208        0.26185     0.00278674
            209       0.260115      0.0027694
            210       0.258391     0.00275216
            211       0.256678     0.00273501
            212       0.254975     0.00271797
            213       0.253283     0.00270103
            214       0.251602     0.00268418
            215       0.249931     0.00266743
            216        0.24827     0.00265078
            217        0.24662     0.00263422
            218        0.24498     0.00261776
            219        0.24335      0.0026014
            220       0.241731     0.00258513
            221       0.240122     0.00256896
            222       0.238522     0.00255288
            223       0.236933     0.00253689
            224       0.235354       0.002521
            225       0.233785      0.0025052
            226       0.232225     0.00248949
            227       0.230675     0.00247387
            228       0.229135     0.00245834
            229       0.227605      0.0024429
            230       0.226084     0.00242756
            231       0.224573      0.0024123
            232       0.223071     0.00239713
            233       0.221579     0.00238205
            234       0.220096     0.00236706
            235       0.218622     0.00235215
            236       0.217158     0.00233733
            237       0.215703      0.0023226
            238       0.214257     0.00230795
            239       0.212821     0.00229339
            240       0.211393     0.00227892
            241       0.209974     0.00226453
            242       0.208564     0.00225022
            243       0.207164       0.002236
            244       0.205772     0.00222186
            245       0.204389      0.0022078
            246       0.203014     0.00219383
            247       0.201648     0.00217993
            248       0.200291     0.00216612
            249       0.198943     0.00215239
            250       0.197603     0.00213874
            251       0.196272     0.00212517
            252       0.194949     0.00211168
            253       0.193634     0.00209827
            254       0.192328     0.00208494
            255        0.19103     0.00207169
            256        0.18974     0.00205851
            257       0.188459     0.00204541
            258       0.187185     0.00203239
            259        0.18592     0.00201945
            260       0.184663     0.00200658
            261       0.183414     0.00199379
            262       0.182173     0.00198107
            263       0.180939     0.00196843
            264       0.179714     0.00195586
            265       0.178496     0.00194337
            266       0.177287     0.00193095
            267       0.176085     0.00191861
            268        0.17489     0.00190634
            269       0.173704     0.00189414
            270       0.172524     0.00188201
            271       0.171353     0.00186996
            272       0.170189     0.00185797
            273       0.169032     0.00184606
            274       0.167883     0.00183422
            275       0.166741     0.00182245
            276       0.165606     0.00181075
            277       0.164479     0.00179912
            278       0.163359     0.00178755
            279       0.162246     0.00177606
            280       0.161141     0.00176464
            281       0.160042     0.00175328
            282       0.158951     0.00174199
            283       0.157866     0.00173077
            284       0.156789     0.00171962
            285       0.155718     0.00170853
            286       0.154655     0.00169751
            287       0.153598     0.00168655
            288       0.152548     0.00167566
            289       0.151505     0.00166484
            290       0.150469     0.00165408
            291       0.149439     0.00164339
            292       0.148416     0.00163276
            293       0.147399     0.00162219
            294        0.14639     0.00161169
            295       0.145386     0.00160125
            296       0.144389     0.00159087
            297       0.143399     0.00158056
            298       0.142415     0.00157031
            299       0.141438     0.00156012
            300       0.140466     0.00154999
            301       0.139502     0.00153992
            302       0.138543     0.00152992
            303        0.13759     0.00151997
            304       0.136644     0.00151008
            305       0.135704     0.00150026
            306        0.13477     0.00149049
            307       0.133842     0.00148079
            308       0.132921     0.00147114
            309       0.132005     0.00146155
            310       0.131095     0.00145202
            311       0.130191     0.00144255
            312       0.129293     0.00143313
            313       0.128402     0.00142377
            314       0.127516     0.00141447
            315       0.126636     0.00140523
            316       0.125762     0.00139604
            317       0.124894     0.00138691
            318       0.124032     0.00137783
            319       0.123175     0.00136881
            320       0.122323     0.00135985
            321       0.121478     0.00135094
            322       0.120638     0.00134208
            323       0.119803     0.00133328
            324       0.118974     0.00132453
            325        0.11815     0.00131584
            326       0.117332      0.0013072
            327       0.116519     0.00129861
            328       0.115711     0.00129008
            329       0.114909      0.0012816
            330       0.114112     0.00127317
            331        0.11332     0.00126479
            332       0.112534     0.00125646
            333       0.111752     0.00124819
            334       0.110976     0.00123997
            335       0.110205     0.00123179
            336       0.109439     0.00122367
            337       0.108678      0.0012156
            338       0.107922     0.00120758
            339       0.107171     0.00119961
            340       0.106425     0.00119168
            341       0.105684     0.00118381
            342       0.104948     0.00117599
            343       0.104217     0.00116821
            344        0.10349     0.00116048
            345       0.102769      0.0011528
            346       0.102052     0.00114517
            347        0.10134     0.00113759
            348       0.100632     0.00113005
            349      0.0999295     0.00112256
            350      0.0992315     0.00111512
            351      0.0985381     0.00110772
            352      0.0978493     0.00110037
            353      0.0971651     0.00109307
            354      0.0964854     0.00108581
            355      0.0958103      0.0010786
            356      0.0951396     0.00107143
            357      0.0944734      0.0010643
            358      0.0938116     0.00105723
            359      0.0931542     0.00105019
            360      0.0925012      0.0010432
            361      0.0918526     0.00103626
            362      0.0912083     0.00102935
            363      0.0905683     0.00102249
            364      0.0899325     0.00101568
            365       0.089301     0.00100891
            366      0.0886737     0.00100218
            367      0.0880506    0.000995488
            368      0.0874316    0.000988842
            369      0.0868168    0.000982239
            370      0.0862061    0.000975677
            371      0.0855994    0.000969157
            372      0.0849969    0.000962678
            373      0.0843983     0.00095624
            374      0.0838038    0.000949842
            375      0.0832132    0.000943486
            376      0.0826266    0.000937169
            377       0.082044    0.000930893
            378      0.0814652    0.000924657
            379      0.0808903     0.00091846
            380      0.0803193    0.000912302
            381      0.0797521    0.000906184
            382      0.0791887    0.000900104
            383      0.0786291    0.000894064
            384      0.0780732    0.000888062
            385      0.0775211    0.000882098
            386      0.0769727    0.000876172
            387       0.076428    0.000870284
            388      0.0758869    0.000864433
            389      0.0753495     0.00085862
            390      0.0748157    0.000852844
            391      0.0742855    0.000847105
            392      0.0737589    0.000841403
            393      0.0732358    0.000835737
            394      0.0727162    0.000830107
            395      0.0722002    0.000824514
            396      0.0716876    0.000818957
            397      0.0711785    0.000813435
            398      0.0706728    0.000807948
            399      0.0701705    0.000802497
            400      0.0696716    0.000797081
            401      0.0691761      0.0007917
            402      0.0686839    0.000786353
            403      0.0681951    0.000781041
            404      0.0677095    0.000775763
            405      0.0672273    0.000770519
            406      0.0667483    0.000765309
            407      0.0662725    0.000760132
            408         0.0658    0.000754989
            409      0.0653307     0.00074988
            410      0.0648645    0.000744803
            411      0.0644015    0.000739759
            412      0.0639416    0.000734747
            413      0.0634849    0.000729768
            414      0.0630312    0.000724822
            415      0.0625807    0.000719907
            416      0.0621332    0.000715024
            417      0.0616887    0.000710173
            418      0.0612472    0.000705353
            419      0.0608088    0.000700565
            420      0.0603733    0.000695808
            421      0.0599408    0.000691082
            422      0.0595112    0.000686386
            423      0.0590845    0.000681721
            424      0.0586608    0.000677086
            425      0.0582399    0.000672482
            426      0.0578219    0.000667907
            427      0.0574067    0.000663363
            428      0.0569943    0.000658848
            429      0.0565848    0.000654362
            430      0.0561781    0.000649906
            431      0.0557741    0.000645479
            432      0.0553729     0.00064108
            433      0.0549744    0.000636711
            434      0.0545786     0.00063237
            435      0.0541855    0.000628057
            436      0.0537952    0.000623773
            437      0.0534074    0.000619517
            438      0.0530224    0.000615289
            439      0.0526399    0.000611088
            440      0.0522601    0.000606915
            441      0.0518828    0.000602769
            442      0.0515082    0.000598651
            443      0.0511361     0.00059456
            444      0.0507665    0.000590495
            445      0.0503995    0.000586457
            446       0.050035    0.000582446
            447       0.049673    0.000578461
            448      0.0493134    0.000574503
            449      0.0489563     0.00057057
            450      0.0486017    0.000566664
            451      0.0482495    0.000562783
            452      0.0478997    0.000558928
            453      0.0475523    0.000555098
            454      0.0472073    0.000551293
            455      0.0468647    0.000547514
            456      0.0465244     0.00054376
            457      0.0461865     0.00054003
            458      0.0458514    0.000536325
            459      0.0455186    0.000532645
            460       0.045188    0.000528988
            461      0.0448598    0.000525357
            462      0.0445338    0.000521749
            463      0.0442101    0.000518165
            464      0.0438885    0.000514605
            465      0.0435692    0.000511068
            466      0.0432521    0.000507555
            467      0.0429372    0.000504065
            468      0.0426244    0.000500599
            469      0.0423138    0.000497155
            470      0.0420053    0.000493735
            471      0.0416989    0.000490337
            472      0.0413947    0.000486961
            473      0.0410925    0.000483608
            474      0.0407925    0.000480278
            475      0.0404945     0.00047697
            476      0.0401985    0.000473683
            477      0.0399046    0.000470419
            478      0.0396128    0.000467176
            479      0.0393229    0.000463955
            480      0.0390351    0.000460755
            481      0.0387492    0.000457577
            482      0.0384653     0.00045442
            483      0.0381833    0.000451284
            484      0.0379034    0.000448169
            485      0.0376253    0.000445075
            486      0.0373492    0.000442002
            487      0.0370749    0.000438949
            488      0.0368026    0.000435917
            489      0.0365322    0.000432905
            490      0.0362636    0.000429913
            491      0.0359969    0.000426941
            492       0.035732    0.000423989
            493      0.0354689    0.000421057
            494      0.0352077    0.000418144
            495      0.0349483    0.000415251
            496      0.0346907    0.000412377
            497      0.0344349    0.000409523
            498      0.0341808    0.000406688
            499      0.0339285    0.000403872
            500       0.033678    0.000401075
            501      0.0334291    0.000398297
            502       0.033182    0.000395537
            503      0.0329367    0.000392796
            504       0.032693    0.000390073
            505       0.032451    0.000387369
            506      0.0322107    0.000384683
            507      0.0319721    0.000382015
            508      0.0317351    0.000379365
            509      0.0314998    0.000376733
            510      0.0312661    0.000374119
            511       0.031034    0.000371522
            512      0.0308035    0.000368943
            513      0.0305746    0.000366381
            514      0.0303474    0.000363837
            515      0.0301217    0.000361309
            516      0.0298975    0.000358799
            517       0.029675    0.000356306
            518       0.029454    0.000353829
            519      0.0292345     0.00035137
            520      0.0290165    0.000348927
            521      0.0288001      0.0003465
            522      0.0285851     0.00034409
            523      0.0283717    0.000341697
            524      0.0281598    0.000339319
            525      0.0279493    0.000336958
            526      0.0277403    0.000334613
            527      0.0275327    0.000332283
            528      0.0273266     0.00032997
            529      0.0271219    0.000327672
            530      0.0269187    0.000325389
            531      0.0267169    0.000323122
            532      0.0265164    0.000320871
            533      0.0263174    0.000318635
            534      0.0261198    0.000316414
            535      0.0259235    0.000314208
            536      0.0257286    0.000312017
            537      0.0255351    0.000309841
            538      0.0253429     0.00030768
            539      0.0251521    0.000305534
            540      0.0249626    0.000303402
            541      0.0247744    0.000301285
            542      0.0245875    0.000299182
            543       0.024402    0.000297093
            544      0.0242177    0.000295019
            545      0.0240347    0.000292959
            546       0.023853    0.000290913
            547      0.0236726    0.000288881
            548      0.0234934    0.000286862
            549      0.0233155    0.000284858
            550      0.0231388    0.000282867
            551      0.0229634     0.00028089
            552      0.0227892    0.000278926
            553      0.0226162    0.000276976
            554      0.0224444    0.000275039
            555      0.0222738    0.000273115
            556      0.0221044    0.000271205
            557      0.0219362    0.000269307
            558      0.0217692    0.000267423
            559      0.0216034    0.000265551
            560      0.0214387    0.000263692
            561      0.0212751    0.000261846
            562      0.0211127    0.000260013
            563      0.0209515    0.000258192
            564      0.0207914    0.000256384
            565      0.0206324    0.000254588
            566      0.0204745    0.000252804
            567      0.0203177    0.000251033
            568       0.020162    0.000249273
            569      0.0200074    0.000247526
            570      0.0198539    0.000245791
            571      0.0197015    0.000244068
            572      0.0195501    0.000242356
            573      0.0193998    0.000240656
            574      0.0192506    0.000238968
            575      0.0191024    0.000237292
            576      0.0189552    0.000235627
            577      0.0188091    0.000233974
            578       0.018664    0.000232332
            579      0.0185199    0.000230701
            580      0.0183769    0.000229081
            581      0.0182348    0.000227473
            582      0.0180937    0.000225875
            583      0.0179537    0.000224289
            584      0.0178146    0.000222714
            585      0.0176765    0.000221149
            586      0.0175393    0.000219595
            587      0.0174032    0.000218052
            588      0.0172679     0.00021652
            589      0.0171337    0.000214998
            590      0.0170003    0.000213487
            591       0.016868    0.000211986
            592      0.0167365    0.000210495
            593       0.016606    0.000209015
            594      0.0164764    0.000207545
            595      0.0163477    0.000206085
            596      0.0162199    0.000204635
            597       0.016093    0.000203195
            598       0.015967    0.000201765
            599      0.0158419    0.000200345
            600      0.0157176    0.000198935
            601      0.0155943    0.000197534
            602      0.0154718    0.000196144
            603      0.0153502    0.000194763
            604      0.0152294    0.000193391
            605      0.0151095    0.000192029
            606      0.0149904    0.000190676
            607      0.0148722    0.000189333
            608      0.0147548    0.000187999
            609      0.0146382    0.000186674
            610      0.0145225    0.000185359
            611      0.0144075    0.000184052
            612      0.0142934    0.000182755
            613      0.0141801    0.000181466
            614      0.0140676    0.000180187
            615      0.0139558    0.000178916
            616      0.0138449    0.000177654
            617      0.0137347    0.000176401
            618      0.0136254    0.000175157
            619      0.0135168    0.000173921
            620      0.0134089    0.000172694
            621      0.0133018    0.000171475
            622      0.0131955    0.000170265
            623      0.0130899    0.000169064
            624      0.0129851     0.00016787
            625       0.012881    0.000166685
            626      0.0127777    0.000165508
            627      0.0126751    0.000164339
            628      0.0125732    0.000163179
            629       0.012472    0.000162026
            630      0.0123715    0.000160882
            631      0.0122718    0.000159745
            632      0.0121727    0.000158617
            633      0.0120744    0.000157496
            634      0.0119767    0.000156383
            635      0.0118798    0.000155278
            636      0.0117835     0.00015418
            637      0.0116879     0.00015309
            638       0.011593    0.000152008
            639      0.0114987    0.000150933
            640      0.0114052    0.000149866
            641      0.0113122    0.000148806
            642        0.01122    0.000147754
            643      0.0111284    0.000146708
            644      0.0110374    0.000145671
            645      0.0109471     0.00014464
            646      0.0108574    0.000143617
            647      0.0107684      0.0001426
            648        0.01068    0.000141591
            649      0.0105922    0.000140589
            650       0.010505    0.000139594
            651      0.0104185    0.000138606
            652      0.0103325    0.000137624
            653      0.0102472     0.00013665
            654      0.0101625    0.000135682
            655      0.0100784    0.000134721
            656     0.00999485    0.000133767
            657     0.00991192     0.00013282
            658     0.00982957    0.000131879
            659     0.00974781    0.000130945
            660     0.00966663    0.000130017
            661     0.00958602    0.000129096
            662     0.00950599    0.000128181
            663     0.00942652    0.000127272
            664     0.00934761     0.00012637
            665     0.00926927    0.000125474
            666     0.00919148    0.000124585
            667     0.00911424    0.000123702
            668     0.00903755    0.000122824
            669      0.0089614    0.000121954
            670      0.0088858    0.000121089
            671     0.00881073     0.00012023
            672     0.00873619    0.000119377
            673     0.00866218     0.00011853
            674      0.0085887    0.000117689
            675     0.00851574    0.000116854
            676      0.0084433    0.000116025
            677     0.00837137    0.000115202
            678     0.00829995    0.000114384
            679     0.00822904    0.000113572
            680     0.00815863    0.000112766
            681     0.00808872    0.000111966
            682     0.00801931    0.000111171
            683     0.00795039    0.000110382
            684     0.00788196    0.000109598
            685     0.00781402     0.00010882
            686     0.00774655    0.000108047
            687     0.00767957    0.000107279
            688     0.00761307    0.000106517
            689     0.00754703    0.000105761
            690     0.00748147     0.00010501
            691     0.00741637    0.000104263
            692     0.00735174    0.000103523
            693     0.00728756    0.000102787
            694     0.00722384    0.000102057
            695     0.00716057    0.000101331
            696     0.00709776    0.000100611
            697     0.00703539     9.9896e-05
