     # analyt         jacobi          gauss            sor
       -0.00354    -0.00356839    -0.00356643    -0.00356439
      -0.004385    -0.00441844    -0.00441593    -0.00441335
      -0.005108     -0.0051395    -0.00513648    -0.00513344
      -0.005713    -0.00575078    -0.00574732    -0.00574386
       -0.00623    -0.00626872    -0.00626486    -0.00626105
      -0.006674    -0.00670735    -0.00670313    -0.00669904
      -0.007046    -0.00707863    -0.00707411    -0.00706978
      -0.007361    -0.00739277    -0.00738799    -0.00738346
      -0.007634    -0.00765844    -0.00765344    -0.00764877
      -0.007861    -0.00788303    -0.00787785    -0.00787307
      -0.008053    -0.00807281    -0.00806749    -0.00806264
      -0.008219    -0.00823311    -0.00822768     -0.0082228
      -0.008359    -0.00836844    -0.00836293    -0.00835806
      -0.008474    -0.00848264    -0.00847708    -0.00847225
      -0.008575    -0.00857893    -0.00857337    -0.00856859
      -0.008661    -0.00866008    -0.00865453    -0.00864984
      -0.008731    -0.00872839    -0.00872288     -0.0087183
      -0.008791    -0.00878583    -0.00878038    -0.00877593
      -0.008844    -0.00883405    -0.00882868    -0.00882438
      -0.008886    -0.00887444    -0.00886917    -0.00886504
      -0.008921    -0.00890816    -0.00890302    -0.00889907
      -0.008953     -0.0089362     -0.0089312    -0.00892744
      -0.008977    -0.00895936    -0.00895452    -0.00895097
      -0.008996    -0.00897834    -0.00897366    -0.00897033
      -0.009014    -0.00899367    -0.00898918    -0.00898608
      -0.009028    -0.00900582    -0.00900152    -0.00899866
      -0.009037    -0.00901513    -0.00901104    -0.00900843
      -0.009045    -0.00902189    -0.00901801    -0.00901566
      -0.009051    -0.00902628    -0.00902263    -0.00902054
      -0.009052    -0.00902845    -0.00902503    -0.00902321
      -0.009052    -0.00902845    -0.00902527    -0.00902372
      -0.009051    -0.00902628    -0.00902336    -0.00902208
      -0.009045    -0.00902189    -0.00901921    -0.00901821
      -0.009037    -0.00901513    -0.00901271      -0.009012
      -0.009028    -0.00900582    -0.00900366    -0.00900322
      -0.009014    -0.00899367    -0.00899178    -0.00899161
      -0.008996    -0.00897834    -0.00897671    -0.00897682
      -0.008977    -0.00895936    -0.00895799    -0.00895837
      -0.008953     -0.0089362    -0.00893509    -0.00893573
      -0.008921    -0.00890816    -0.00890731     -0.0089082
      -0.008886    -0.00887444    -0.00887384    -0.00887498
      -0.008844    -0.00883405    -0.00883371    -0.00883507
      -0.008791    -0.00878583    -0.00878573    -0.00878731
      -0.008731    -0.00872839    -0.00872852    -0.00873029
      -0.008661    -0.00866008    -0.00866043    -0.00866238
      -0.008575    -0.00857893    -0.00857949    -0.00858159
      -0.008474    -0.00848264    -0.00848338    -0.00848561
      -0.008359    -0.00836844    -0.00836936     -0.0083717
      -0.008219    -0.00823311    -0.00823418     -0.0082366
      -0.008053    -0.00807281    -0.00807401    -0.00807648
      -0.007861    -0.00788303    -0.00788433    -0.00788682
      -0.007634    -0.00765844    -0.00765982    -0.00766229
      -0.007361    -0.00739277    -0.00739419    -0.00739662
      -0.007046    -0.00707863    -0.00708007    -0.00708242
      -0.006674    -0.00670735    -0.00670878      -0.006711
       -0.00623    -0.00626872     -0.0062701    -0.00627217
      -0.005713    -0.00575078    -0.00575208    -0.00575396
      -0.005108     -0.0051395    -0.00514068    -0.00514233
      -0.004385    -0.00441844    -0.00441947    -0.00442086
       -0.00354    -0.00356839    -0.00356922    -0.00357031
       -0.00256    -0.00256687    -0.00256746    -0.00256822
      -0.001384    -0.00138762    -0.00138794    -0.00138834
      -0.001394    -0.00139631    -0.00139559    -0.00139482
      -0.002579    -0.00258415    -0.00258276    -0.00258131
      -0.003567    -0.00359406    -0.00359206       -0.00359
      -0.004421    -0.00445223    -0.00444967    -0.00444707
      -0.005152    -0.00518105    -0.00517798    -0.00517491
      -0.005764    -0.00579968    -0.00579616    -0.00579269
      -0.006288    -0.00632451     -0.0063206    -0.00631677
       -0.00674    -0.00676955    -0.00676528    -0.00676117
      -0.007117    -0.00714674    -0.00714217    -0.00713782
      -0.007438    -0.00746628    -0.00746145    -0.00745692
      -0.007716    -0.00773686    -0.00773181    -0.00772714
      -0.007948    -0.00796588    -0.00796066    -0.00795589
      -0.008143    -0.00815964    -0.00815427    -0.00814946
      -0.008313    -0.00832348    -0.00831802    -0.00831318
      -0.008457    -0.00846196    -0.00845643    -0.00845161
      -0.008575    -0.00857893    -0.00857337    -0.00856859
      -0.008679    -0.00867768    -0.00867211    -0.00866741
      -0.008767    -0.00876096    -0.00875542    -0.00875082
      -0.008839    -0.00883115    -0.00882565    -0.00882117
      -0.008901    -0.00889021    -0.00888478    -0.00888045
      -0.008955    -0.00893982     -0.0089345    -0.00893032
      -0.008998    -0.00898142    -0.00897621    -0.00897221
      -0.009034    -0.00901617    -0.00901109    -0.00900729
      -0.009067    -0.00904508    -0.00904016    -0.00903657
      -0.009093    -0.00906899    -0.00906423    -0.00906086
      -0.009112    -0.00908858      -0.009084    -0.00908086
      -0.009131    -0.00910442    -0.00910004    -0.00909714
      -0.009145    -0.00911697     -0.0091128    -0.00911015
      -0.009154     -0.0091266    -0.00912264    -0.00912026
      -0.009162    -0.00913358    -0.00912985    -0.00912773
      -0.009169    -0.00913813    -0.00913463    -0.00913279
      -0.009169    -0.00914037    -0.00913712    -0.00913555
      -0.009169    -0.00914037    -0.00913737    -0.00913608
      -0.009169    -0.00913813    -0.00913539    -0.00913439
      -0.009162    -0.00913358     -0.0091311    -0.00913039
      -0.009154     -0.0091266    -0.00912438    -0.00912396
      -0.009145    -0.00911697    -0.00911502    -0.00911489
      -0.009131    -0.00910442    -0.00910274    -0.00910289
      -0.009112    -0.00908858    -0.00908717     -0.0090876
      -0.009093    -0.00906899    -0.00906785    -0.00906855
      -0.009067    -0.00904508    -0.00904422    -0.00904518
      -0.009034    -0.00901617    -0.00901557    -0.00901678
      -0.008998    -0.00898142    -0.00898107    -0.00898253
      -0.008955    -0.00893982    -0.00893973    -0.00894142
      -0.008901    -0.00889021    -0.00889036    -0.00889226
      -0.008839    -0.00883115    -0.00883153    -0.00883362
      -0.008767    -0.00876096    -0.00876157    -0.00876383
      -0.008679    -0.00867768    -0.00867848     -0.0086809
      -0.008575    -0.00857893    -0.00857993    -0.00858247
      -0.008457    -0.00846196    -0.00846312    -0.00846576
      -0.008313    -0.00832348    -0.00832479     -0.0083275
      -0.008143    -0.00815964    -0.00816107    -0.00816382
      -0.007948    -0.00796588    -0.00796741    -0.00797017
      -0.007716    -0.00773686    -0.00773846    -0.00774119
      -0.007438    -0.00746628    -0.00746791    -0.00747058
      -0.007117    -0.00714674    -0.00714838    -0.00715094
       -0.00674    -0.00676955    -0.00677116    -0.00677359
      -0.006288    -0.00632451    -0.00632606    -0.00632831
      -0.005764    -0.00579968    -0.00580112    -0.00580317
      -0.005152    -0.00518105    -0.00518235    -0.00518414
      -0.004421    -0.00445223    -0.00445336    -0.00445486
      -0.003567    -0.00359406    -0.00359497    -0.00359615
      -0.002579    -0.00258415    -0.00258479    -0.00258561
      -0.001394    -0.00139631    -0.00139665    -0.00139708
      -0.001403    -0.00140351    -0.00140278    -0.00140201
      -0.002596    -0.00259848    -0.00259707    -0.00259561
      -0.003591    -0.00361537    -0.00361334    -0.00361127
      -0.004451    -0.00448029     -0.0044777    -0.00447509
      -0.005189    -0.00521559    -0.00521249    -0.00520941
      -0.005808    -0.00584038    -0.00583682    -0.00583334
      -0.006338      -0.006371    -0.00636705    -0.00636322
      -0.006795    -0.00682145    -0.00681714    -0.00681303
      -0.007178    -0.00720364    -0.00719903     -0.0071947
      -0.007503    -0.00752778    -0.00752291     -0.0075184
      -0.007785    -0.00780255    -0.00779748    -0.00779284
      -0.008022    -0.00803538    -0.00803013    -0.00802541
      -0.008221    -0.00823256    -0.00822718    -0.00822241
      -0.008394    -0.00839947      -0.008394    -0.00838922
       -0.00854    -0.00854068    -0.00853515    -0.00853041
      -0.008661    -0.00866008    -0.00865453    -0.00864984
      -0.008767    -0.00876096    -0.00875542    -0.00875082
      -0.008857    -0.00884613    -0.00884062    -0.00883613
      -0.008931    -0.00891796    -0.00891251    -0.00890816
      -0.008994    -0.00897846    -0.00897309    -0.00896889
       -0.00905    -0.00902932    -0.00902406    -0.00902004
      -0.009094    -0.00907199    -0.00906685    -0.00906302
      -0.009132    -0.00910766    -0.00910267    -0.00909905
      -0.009165    -0.00913736    -0.00913254    -0.00912913
      -0.009191    -0.00916193    -0.00915728    -0.00915411
      -0.009212    -0.00918207    -0.00917762    -0.00917469
      -0.009231    -0.00919837    -0.00919412    -0.00919145
      -0.009246    -0.00921128    -0.00920725    -0.00920485
      -0.009255    -0.00922119    -0.00921739    -0.00921526
      -0.009263    -0.00922839    -0.00922482    -0.00922296
       -0.00927    -0.00923307    -0.00922975    -0.00922817
      -0.009271    -0.00923537    -0.00923231    -0.00923102
      -0.009271    -0.00923537    -0.00923257    -0.00923157
       -0.00927    -0.00923307    -0.00923053    -0.00922983
      -0.009263    -0.00922839    -0.00922612    -0.00922571
      -0.009255    -0.00922119     -0.0092192    -0.00921909
      -0.009246    -0.00921128    -0.00920956    -0.00920974
      -0.009231    -0.00919837    -0.00919693    -0.00919739
      -0.009212    -0.00918207    -0.00918091    -0.00918166
      -0.009191    -0.00916193    -0.00916104    -0.00916207
      -0.009165    -0.00913736    -0.00913675    -0.00913804
      -0.009132    -0.00910766    -0.00910732    -0.00910887
      -0.009094    -0.00907199     -0.0090719     -0.0090737
       -0.00905    -0.00902932    -0.00902949    -0.00903151
      -0.008994    -0.00897846    -0.00897887    -0.00898111
      -0.008931    -0.00891796    -0.00891861    -0.00892103
      -0.008857    -0.00884613      -0.008847    -0.00884959
      -0.008767    -0.00876096    -0.00876203    -0.00876477
      -0.008661    -0.00866008    -0.00866133    -0.00866419
       -0.00854    -0.00854068     -0.0085421    -0.00854504
      -0.008394    -0.00839947    -0.00840102    -0.00840403
      -0.008221    -0.00823256    -0.00823423    -0.00823726
      -0.008022    -0.00803538    -0.00803714    -0.00804016
      -0.007785    -0.00780255    -0.00780437    -0.00780735
      -0.007503    -0.00752778    -0.00752962    -0.00753253
      -0.007178    -0.00720364    -0.00720548    -0.00720826
      -0.006795    -0.00682145    -0.00682324    -0.00682587
      -0.006338      -0.006371    -0.00637272    -0.00637515
      -0.005808    -0.00584038    -0.00584197    -0.00584417
      -0.005189    -0.00521559    -0.00521702    -0.00521895
      -0.004451    -0.00448029    -0.00448152    -0.00448314
      -0.003591    -0.00361537    -0.00361636    -0.00361762
      -0.002596    -0.00259848    -0.00259918    -0.00260006
      -0.001403    -0.00140351    -0.00140389    -0.00140434
      -0.001407    -0.00140949    -0.00140875    -0.00140797
      -0.002606    -0.00261037    -0.00260894    -0.00260748
      -0.003607    -0.00363306    -0.00363101    -0.00362893
      -0.004473    -0.00450361      -0.004501    -0.00449838
      -0.005217    -0.00524432    -0.00524119    -0.00523811
      -0.005841    -0.00587425    -0.00587068     -0.0058672
      -0.006376    -0.00640974    -0.00640577    -0.00640195
      -0.006838    -0.00686474    -0.00686041    -0.00685633
      -0.007225    -0.00725117    -0.00724654    -0.00724224
      -0.007555    -0.00757921    -0.00757433    -0.00756986
      -0.007841    -0.00785755    -0.00785247    -0.00784788
      -0.008081    -0.00809363    -0.00808838    -0.00808372
      -0.008283    -0.00829375    -0.00828838    -0.00828369
      -0.008459    -0.00846331    -0.00845786    -0.00845317
      -0.008607    -0.00860689    -0.00860139    -0.00859674
      -0.008731    -0.00872839    -0.00872288     -0.0087183
      -0.008839    -0.00883115    -0.00882565    -0.00882117
      -0.008931    -0.00891796    -0.00891251    -0.00890816
      -0.009006    -0.00899124    -0.00898586    -0.00898165
      -0.009071      -0.009053    -0.00904771    -0.00904367
      -0.009128    -0.00910496    -0.00909979    -0.00909594
      -0.009173    -0.00914857    -0.00914355     -0.0091399
      -0.009211    -0.00918507     -0.0091802    -0.00917677
      -0.009246    -0.00921546    -0.00921077    -0.00920758
      -0.009272    -0.00924062    -0.00923612    -0.00923317
      -0.009293    -0.00926126    -0.00925696    -0.00925427
      -0.009313    -0.00927796    -0.00927388    -0.00927145
      -0.009328    -0.00929121    -0.00928735     -0.0092852
      -0.009337    -0.00930137    -0.00929775    -0.00929589
      -0.009346    -0.00930875    -0.00930538     -0.0093038
      -0.009353    -0.00931355    -0.00931044    -0.00930915
      -0.009354    -0.00931592    -0.00931307    -0.00931208
      -0.009354    -0.00931592    -0.00931334    -0.00931265
      -0.009353    -0.00931355    -0.00931124    -0.00931085
      -0.009346    -0.00930875    -0.00930672    -0.00930663
      -0.009337    -0.00930137    -0.00929962    -0.00929983
      -0.009328    -0.00929121    -0.00928974    -0.00929025
      -0.009313    -0.00927796    -0.00927678    -0.00927758
      -0.009293    -0.00926126    -0.00926036    -0.00926145
      -0.009272    -0.00924062       -0.00924    -0.00924137
      -0.009246    -0.00921546    -0.00921512    -0.00921676
      -0.009211    -0.00918507    -0.00918499    -0.00918689
      -0.009173    -0.00914857    -0.00914877     -0.0091509
      -0.009128    -0.00910496    -0.00910541    -0.00910777
      -0.009071      -0.009053    -0.00905369    -0.00905626
      -0.009006    -0.00899124    -0.00899216    -0.00899492
      -0.008931    -0.00891796     -0.0089191    -0.00892203
      -0.008839    -0.00883115    -0.00883249    -0.00883555
      -0.008731    -0.00872839    -0.00872991    -0.00873308
      -0.008607    -0.00860689    -0.00860857    -0.00861182
      -0.008459    -0.00846331    -0.00846512    -0.00846842
      -0.008283    -0.00829375    -0.00829567    -0.00829898
      -0.008081    -0.00809363    -0.00809562    -0.00809892
      -0.007841    -0.00785755     -0.0078596    -0.00786283
      -0.007555    -0.00757921    -0.00758126     -0.0075844
      -0.007225    -0.00725117     -0.0072532     -0.0072562
      -0.006838    -0.00686474    -0.00686672    -0.00686954
      -0.006376    -0.00640974    -0.00641162    -0.00641423
      -0.005841    -0.00587425    -0.00587599    -0.00587835
      -0.005217    -0.00524432    -0.00524587    -0.00524793
      -0.004473    -0.00450361    -0.00450494    -0.00450667
      -0.003607    -0.00363306    -0.00363413    -0.00363547
      -0.002606    -0.00261037    -0.00261112    -0.00261206
      -0.001407    -0.00140949    -0.00140989    -0.00141037
      -0.001413    -0.00141445     -0.0014137    -0.00141292
      -0.002616    -0.00262024     -0.0026188    -0.00261734
      -0.003622    -0.00364775    -0.00364569    -0.00364361
      -0.004494    -0.00452298    -0.00452035    -0.00451774
      -0.005242     -0.0052682    -0.00526506    -0.00526199
       -0.00587    -0.00590244    -0.00589885    -0.00589539
       -0.00641    -0.00644201    -0.00643803    -0.00643424
      -0.006876    -0.00690084    -0.00689651    -0.00689246
      -0.007267    -0.00729083    -0.00728621    -0.00728195
        -0.0076    -0.00762218    -0.00761731    -0.00761289
      -0.007889    -0.00790356     -0.0078985    -0.00789398
      -0.008132    -0.00814241    -0.00813719    -0.00813261
      -0.008336    -0.00834505    -0.00833972    -0.00833511
      -0.008515    -0.00851688    -0.00851147    -0.00850689
      -0.008666     -0.0086625    -0.00865706    -0.00865252
      -0.008791    -0.00878583    -0.00878038    -0.00877593
      -0.008901    -0.00889021    -0.00888478    -0.00888045
      -0.008994    -0.00897846    -0.00897309    -0.00896889
      -0.009071      -0.009053    -0.00904771    -0.00904367
      -0.009137    -0.00911586    -0.00911069    -0.00910683
      -0.009195    -0.00916879    -0.00916374    -0.00916009
      -0.009241    -0.00921325    -0.00920835    -0.00920491
       -0.00928    -0.00925046    -0.00924573    -0.00924253
      -0.009315    -0.00928148    -0.00927693    -0.00927397
      -0.009343    -0.00930716    -0.00930282    -0.00930012
      -0.009364    -0.00932824    -0.00932411    -0.00932168
      -0.009384     -0.0093453     -0.0093414    -0.00933924
      -0.009399    -0.00935884    -0.00935518     -0.0093533
      -0.009409    -0.00936923    -0.00936582    -0.00936423
      -0.009418    -0.00937678    -0.00937362    -0.00937233
      -0.009425    -0.00938169     -0.0093788    -0.00937781
      -0.009426    -0.00938411    -0.00938149    -0.00938081
      -0.009426    -0.00938411    -0.00938177    -0.00938139
      -0.009425    -0.00938169    -0.00937963    -0.00937956
      -0.009418    -0.00937678      -0.009375    -0.00937524
      -0.009409    -0.00936923    -0.00936774    -0.00936829
      -0.009399    -0.00935884    -0.00935764    -0.00935849
      -0.009384     -0.0093453    -0.00934439    -0.00934554
      -0.009364    -0.00932824    -0.00932761    -0.00932905
      -0.009343    -0.00930716    -0.00930682    -0.00930854
      -0.009315    -0.00928148    -0.00928142     -0.0092834
       -0.00928    -0.00925046    -0.00925068    -0.00925292
      -0.009241    -0.00921325    -0.00921373    -0.00921621
      -0.009195    -0.00916879    -0.00916953    -0.00917224
      -0.009137    -0.00911586    -0.00911684    -0.00911976
      -0.009071      -0.009053    -0.00905421     -0.0090573
      -0.008994    -0.00897846    -0.00897988    -0.00898313
      -0.008901    -0.00889021    -0.00889183    -0.00889521
      -0.008791    -0.00878583    -0.00878763    -0.00879111
      -0.008666     -0.0086625    -0.00866445      -0.008668
      -0.008515    -0.00851688    -0.00851895    -0.00852254
      -0.008336    -0.00834505    -0.00834722    -0.00835081
      -0.008132    -0.00814241    -0.00814465     -0.0081482
      -0.007889    -0.00790356    -0.00790584    -0.00790932
        -0.0076    -0.00762218    -0.00762445    -0.00762782
      -0.007267    -0.00729083    -0.00729307    -0.00729629
      -0.006876    -0.00690084      -0.006903    -0.00690602
       -0.00641    -0.00644201    -0.00644405    -0.00644684
       -0.00587    -0.00590244    -0.00590433    -0.00590684
      -0.005242     -0.0052682    -0.00526988    -0.00527207
      -0.004494    -0.00452298    -0.00452442    -0.00452625
      -0.003622    -0.00364775    -0.00364889    -0.00365032
      -0.002616    -0.00262024    -0.00262105    -0.00262204
      -0.001413    -0.00141445    -0.00141488    -0.00141539
      -0.001418    -0.00141856    -0.00141781    -0.00141703
      -0.002627    -0.00262842    -0.00262698    -0.00262552
      -0.003637    -0.00365994    -0.00365787     -0.0036558
      -0.004512    -0.00453906    -0.00453643    -0.00453384
      -0.005264    -0.00528804     -0.0052849    -0.00528185
      -0.005897    -0.00592588    -0.00592229    -0.00591886
       -0.00644    -0.00646886    -0.00646488    -0.00646114
      -0.006909    -0.00693091    -0.00692659    -0.00692259
      -0.007303    -0.00732391     -0.0073193     -0.0073151
      -0.007639    -0.00765804     -0.0076532    -0.00764886
      -0.007931      -0.007942    -0.00793697    -0.00793253
      -0.008176    -0.00818321    -0.00817803    -0.00817354
      -0.008384      -0.008388    -0.00838272    -0.00837822
      -0.008564    -0.00856177    -0.00855643    -0.00855196
      -0.008717    -0.00870915    -0.00870378    -0.00869938
      -0.008844    -0.00883405    -0.00882868    -0.00882438
      -0.008955    -0.00893982     -0.0089345    -0.00893032
       -0.00905    -0.00902932    -0.00902406    -0.00902004
      -0.009128    -0.00910496    -0.00909979    -0.00909594
      -0.009195    -0.00916879    -0.00916374    -0.00916009
      -0.009254    -0.00922257    -0.00921766    -0.00921422
      -0.009301    -0.00926775    -0.00926301     -0.0092598
      -0.009341    -0.00930561    -0.00930104    -0.00929807
      -0.009376    -0.00933717     -0.0093328    -0.00933009
      -0.009404    -0.00936331    -0.00935916    -0.00935671
      -0.009426    -0.00938478    -0.00938085    -0.00937868
      -0.009447    -0.00940216    -0.00939847    -0.00939659
      -0.009462    -0.00941596    -0.00941251    -0.00941093
      -0.009472    -0.00942655    -0.00942337    -0.00942208
      -0.009481    -0.00943425    -0.00943132    -0.00943035
      -0.009488    -0.00943926    -0.00943661    -0.00943594
      -0.009489    -0.00944173    -0.00943936      -0.009439
      -0.009489    -0.00944173    -0.00943964     -0.0094396
      -0.009488    -0.00943926    -0.00943746    -0.00943773
      -0.009481    -0.00943425    -0.00943274    -0.00943332
      -0.009472    -0.00942655    -0.00942534    -0.00942623
      -0.009462    -0.00941596    -0.00941504    -0.00941624
      -0.009447    -0.00940216    -0.00940154    -0.00940304
      -0.009426    -0.00938478    -0.00938445    -0.00938623
      -0.009404    -0.00936331    -0.00936327    -0.00936534
      -0.009376    -0.00933717     -0.0093374    -0.00933974
      -0.009341    -0.00930561    -0.00930612    -0.00930871
      -0.009301    -0.00926775    -0.00926853    -0.00927137
      -0.009254    -0.00922257     -0.0092236    -0.00922665
      -0.009195    -0.00916879    -0.00917007    -0.00917332
      -0.009128    -0.00910496    -0.00910646    -0.00910989
       -0.00905    -0.00902932    -0.00903103    -0.00903461
      -0.008955    -0.00893982    -0.00894173    -0.00894543
      -0.008844    -0.00883405    -0.00883612    -0.00883992
      -0.008717    -0.00870915    -0.00871136    -0.00871522
      -0.008564    -0.00856177    -0.00856411    -0.00856799
      -0.008384      -0.008388    -0.00839042    -0.00839429
      -0.008176    -0.00818321    -0.00818569     -0.0081895
      -0.007931      -0.007942     -0.0079445    -0.00794823
      -0.007639    -0.00765804    -0.00766053    -0.00766413
      -0.007303    -0.00732391    -0.00732634    -0.00732977
      -0.006909    -0.00693091    -0.00693325    -0.00693646
       -0.00644    -0.00646886    -0.00647107    -0.00647403
      -0.005897    -0.00592588    -0.00592791    -0.00593057
      -0.005264    -0.00528804    -0.00528985    -0.00529216
      -0.004512    -0.00453906     -0.0045406    -0.00454253
      -0.003637    -0.00365994    -0.00366116    -0.00366267
      -0.002627    -0.00262842    -0.00262929    -0.00263033
      -0.001418    -0.00141856    -0.00141902    -0.00141955
      -0.001421    -0.00142197    -0.00142121    -0.00142044
      -0.002633    -0.00263521    -0.00263377    -0.00263231
      -0.003646    -0.00367004    -0.00366797    -0.00366592
      -0.004525     -0.0045524    -0.00454977     -0.0045472
      -0.005281     -0.0053045    -0.00530137    -0.00529836
      -0.005916    -0.00594534    -0.00594177    -0.00593838
      -0.006462    -0.00649118    -0.00648722    -0.00648352
      -0.006934    -0.00695591    -0.00695162    -0.00694768
      -0.007331    -0.00735144    -0.00734687    -0.00734274
       -0.00767    -0.00768793    -0.00768313    -0.00767887
      -0.007964    -0.00797406    -0.00796908    -0.00796474
      -0.008211    -0.00821726    -0.00821215    -0.00820777
       -0.00842    -0.00842388    -0.00841867     -0.0084143
      -0.008603    -0.00859931    -0.00859405    -0.00858972
      -0.008757    -0.00874819    -0.00874291    -0.00873866
      -0.008886    -0.00887444    -0.00886917    -0.00886504
      -0.008998    -0.00898142    -0.00897621    -0.00897221
      -0.009094    -0.00907199    -0.00906685    -0.00906302
      -0.009173    -0.00914857    -0.00914355     -0.0091399
      -0.009241    -0.00921325    -0.00920835    -0.00920491
      -0.009301    -0.00926775    -0.00926301     -0.0092598
      -0.009349    -0.00931358    -0.00930901    -0.00930604
      -0.009389    -0.00935199    -0.00934761    -0.00934489
      -0.009425    -0.00938403    -0.00937985    -0.00937741
      -0.009454    -0.00941058    -0.00940663    -0.00940446
      -0.009476    -0.00943239    -0.00942867    -0.00942679
      -0.009497    -0.00945006    -0.00944659      -0.009445
      -0.009512    -0.00946408    -0.00946087    -0.00945959
      -0.009523    -0.00947485    -0.00947191    -0.00947093
      -0.009532    -0.00948268       -0.00948    -0.00947935
      -0.009539    -0.00948777    -0.00948538    -0.00948504
       -0.00954    -0.00949028    -0.00948818    -0.00948816
       -0.00954    -0.00949028    -0.00948847    -0.00948877
      -0.009539    -0.00948777    -0.00948625    -0.00948687
      -0.009532    -0.00948268    -0.00948146    -0.00948239
      -0.009523    -0.00947485    -0.00947393    -0.00947517
      -0.009512    -0.00946408    -0.00946346    -0.00946501
      -0.009497    -0.00945006    -0.00944973    -0.00945158
      -0.009476    -0.00943239    -0.00943236     -0.0094345
      -0.009454    -0.00941058    -0.00941084    -0.00941327
      -0.009425    -0.00938403    -0.00938457    -0.00938726
      -0.009389    -0.00935199     -0.0093528    -0.00935575
      -0.009349    -0.00931358    -0.00931466    -0.00931785
      -0.009301    -0.00926775    -0.00926909    -0.00927249
      -0.009241    -0.00921325    -0.00921482    -0.00921842
      -0.009173    -0.00914857    -0.00915037    -0.00915414
      -0.009094    -0.00907199    -0.00907399     -0.0090779
      -0.008998    -0.00898142    -0.00898361    -0.00898763
      -0.008886    -0.00887444    -0.00887679    -0.00888089
      -0.008757    -0.00874819    -0.00875067    -0.00875483
      -0.008603    -0.00859931    -0.00860191    -0.00860607
       -0.00842    -0.00842388    -0.00842655    -0.00843069
      -0.008211    -0.00821726    -0.00821998    -0.00822406
      -0.007964    -0.00797406    -0.00797679    -0.00798076
       -0.00767    -0.00768793    -0.00769063    -0.00769445
      -0.007331    -0.00735144    -0.00735407    -0.00735771
      -0.006934    -0.00695591    -0.00695844    -0.00696184
      -0.006462    -0.00649118    -0.00649355    -0.00649667
      -0.005916    -0.00594534    -0.00594752    -0.00595032
      -0.005281     -0.0053045    -0.00530643    -0.00530887
      -0.004525     -0.0045524    -0.00455404    -0.00455607
      -0.003646    -0.00367004    -0.00367134    -0.00367292
      -0.002633    -0.00263521    -0.00263612    -0.00263722
      -0.001421    -0.00142197    -0.00142245    -0.00142301
      -0.001423    -0.00142478    -0.00142403    -0.00142327
      -0.002638    -0.00264082    -0.00263938    -0.00263794
      -0.003654    -0.00367839    -0.00367634     -0.0036743
      -0.004536    -0.00456344    -0.00456082    -0.00455828
      -0.005294    -0.00531814    -0.00531502    -0.00531205
      -0.005932    -0.00596147    -0.00595792    -0.00595458
      -0.006481    -0.00650968    -0.00650575    -0.00650212
      -0.006955    -0.00697666    -0.00697241    -0.00696854
      -0.007354     -0.0073743    -0.00736978    -0.00736574
      -0.007695    -0.00771276    -0.00770802    -0.00770386
      -0.007991    -0.00800072    -0.00799581    -0.00799158
      -0.008241    -0.00824561    -0.00824057    -0.00823632
      -0.008451    -0.00845377    -0.00844865    -0.00844442
      -0.008635    -0.00863061    -0.00862545    -0.00862128
      -0.008791    -0.00878076    -0.00877559    -0.00877151
      -0.008921    -0.00890816    -0.00890302    -0.00889907
      -0.009034    -0.00901617    -0.00901109    -0.00900729
      -0.009132    -0.00910766    -0.00910267    -0.00909905
      -0.009211    -0.00918507     -0.0091802    -0.00917677
       -0.00928    -0.00925046    -0.00924573    -0.00924253
      -0.009341    -0.00930561    -0.00930104    -0.00929807
      -0.009389    -0.00935199    -0.00934761    -0.00934489
       -0.00943    -0.00939088     -0.0093867    -0.00938425
      -0.009467    -0.00942333    -0.00941937     -0.0094172
      -0.009495    -0.00945024    -0.00944651    -0.00944463
      -0.009518    -0.00947234    -0.00946886    -0.00946727
      -0.009539    -0.00949026    -0.00948703    -0.00948575
      -0.009555    -0.00950448    -0.00950152    -0.00950055
      -0.009565    -0.00951541    -0.00951272    -0.00951207
      -0.009575    -0.00952335    -0.00952094    -0.00952061
      -0.009582    -0.00952852     -0.0095264    -0.00952639
      -0.009583    -0.00953107    -0.00952924    -0.00952956
      -0.009583    -0.00953107    -0.00952954    -0.00953018
      -0.009582    -0.00952852    -0.00952729    -0.00952826
      -0.009575    -0.00952335    -0.00952242    -0.00952371
      -0.009565    -0.00951541    -0.00951479    -0.00951639
      -0.009555    -0.00950448    -0.00950416    -0.00950607
      -0.009539    -0.00949026    -0.00949024    -0.00949245
      -0.009518    -0.00947234    -0.00947262    -0.00947512
      -0.009495    -0.00945024     -0.0094508    -0.00945359
      -0.009467    -0.00942333    -0.00942418    -0.00942723
       -0.00943    -0.00939088      -0.009392    -0.00939531
      -0.009389    -0.00935199    -0.00935338    -0.00935692
      -0.009341    -0.00930561    -0.00930725    -0.00931099
       -0.00928    -0.00925046    -0.00925234    -0.00925628
      -0.009211    -0.00918507    -0.00918716    -0.00919126
      -0.009132    -0.00910766    -0.00910996    -0.00911419
      -0.009034    -0.00901617    -0.00901865    -0.00902299
      -0.008921    -0.00890816    -0.00891079     -0.0089152
      -0.008791    -0.00878076    -0.00878352    -0.00878796
      -0.008635    -0.00863061    -0.00863347    -0.00863791
      -0.008451    -0.00845377    -0.00845669     -0.0084611
      -0.008241    -0.00824561    -0.00824856    -0.00825289
      -0.007991    -0.00800072    -0.00800367    -0.00800788
